Результат выполнения команды: AT+COPN


+COPN: "510510","IDNM8/Mobile-8"
+COPN: "51402","TLS-TT"
+COPN: "51501","Islacom"
+COPN: "51502","Globe Telecom-PH"
+COPN: "51503","SMART"
+COPN: "51505","PH Sun Cellular"
+COPN: "51511","ACeS"
+COPN: "52000","TH 3G+"
+COPN: "52001","TH GSM"
+COPN: "52002","TH 3G+ "
+COPN: "52003","AIS 3G"
+COPN: "52004","TRUE 3G+"
+COPN: "52005","dtac TriNet"
+COPN: "52015","TOT3G"
+COPN: "52018","TH-DTAC"
+COPN: "52020","ACeS"
+COPN: "52023","TH GSM 1800"
+COPN: "52099","TRUE"
+COPN: "52501","Singtel"
+COPN: "52502","Singtel"
+COPN: "52503","SGP-M1"
+COPN: "52505","StarHub"
+COPN: "52507","SGP Call Zone"
+COPN: "52802","PCSB"
+COPN: "52811","BRU-DSTCom"
+COPN: "53001","vodafone NZ"
+COPN: "53005","Spark NZ"
+COPN: "53024","2degrees"
+COPN: "53701","bmobile"
+COPN: "53703","DIGICEL"
+COPN: "53901","U-CALL"
+COPN: "53988","Digicel Tonga"
+COPN: "54001","SI BREEZE"
+COPN: "54002","bmobile"
+COPN: "54101","VUT SMILE"
+COPN: "54105","Digicel"
+COPN: "54201","FJ VODAFONE"
+COPN: "54202","DIGICEL"
+COPN: "542542","DIGICEL"
+COPN: "544110","Bluesky Communications"
+COPN: "54509","KL-Frigate"
+COPN: "54601","NCL MOBILIS"
+COPN: "54715","Vodafone PF"
+COPN: "54720","F-VINI"
+COPN: "54801","CK KOKANET"
+COPN: "54900","DIGICEL"
+COPN: "54927","Bluesky"
+COPN: "55001","FSM Telecom"
+COPN: "55101","MH-NTA"
+COPN: "55280","PLWPMC"
+COPN: "60201","EGY MobiNiL"
+COPN: "60202","vodafone EG"
+COPN: "60203","Etisalat"
+COPN: "60301","ALG Mobilis"
+COPN: "60302","Djezzy"
+COPN: "60303","Ooredoo"
+COPN: "60400","MOR MEDITEL"
+COPN: "60401","MOR IAM"
+COPN: "60402","inwi"
+COPN: "60501","Orange"
+COPN: "60502","TUNISIE TELECOM"
+COPN: "60503","TUNISIANA"
+COPN: "60600","Libyana"
+COPN: "60601","Al Madar"
+COPN: "60701","GAMCEL"
+COPN: "60702","AFRICELL"
+COPN: "60703","GM COMIUM"
+COPN: "60704","Qcell"
+COPN: "60801","SN ALIZE"
+COPN: "60802","SN-SENTEL SG"
+COPN: "60803","SEN expresso"
+COPN: "60901","MR MATTEL"
+COPN: "60902","MR Expresso"
+COPN: "60910","MAURITEL"
+COPN: "61001","MALITEL ML"
+COPN: "61002","ORANGE ML"
+COPN: "61101","Orange GN"
+COPN: "61102","GN LAGUI"
+COPN: "61104","GNMTN"
+COPN: "61105","GINCL"
+COPN: "61201","CI CORA"
+COPN: "61202","ETISALAT CI"
+COPN: "61203","Orange CI"
+COPN: "61204","KoZ"
+COPN: "61205","MTN CI"
+COPN: "61302","Airtel"
+COPN: "61402","Airtel"
+COPN: "61403","ETISALAT NER"
+COPN: "61404","Orange NE"
+COPN: "61501","TG-TOGO CELL"
+COPN: "61503","ETISALAT TOGO"
+COPN: "61602","ETISALAT BENIN"
+COPN: "61603","MTN BENIN"
+COPN: "61604","BELL BENIN COMMUNICATION"
+COPN: "61605","GloBenin"
+COPN: "61701","CELLPLUS-MRU"
+COPN: "61703","MTML"
+COPN: "61710","EMTEL-MRU"
+COPN: "61801","LBR Lonestar Cell"
+COPN: "61804","Novafone 4G"
+COPN: "61807","Celcom GSM"
+COPN: "61901","Airtel"
+COPN: "61904","SLE COMIUM"
+COPN: "61905","Africell"
+COPN: "62001","GH MTN"
+COPN: "62002","GH Vodafone"
+COPN: "62003","tiGO"
+COPN: "62006","Airtel"
+COPN: "62007","Glo Ghana"
+COPN: "620620","Glo Ghana"
+COPN: "62120","Airtel"
+COPN: "62130","MTN - NG"
+COPN: "62140","NG NITEL"
+COPN: "62150","Glo NG"
+COPN: "62160","Etisalat Nigeria"
+COPN: "62201","Airtel"
+COPN: "62202","TD LIBERTIS"
+COPN: "62203","Tigo TD"
+COPN: "62207","SALAM"
+COPN: "62301","ETISALAT RCA"
+COPN: "62302","Telecel"
+COPN: "62304","NationLink"
+COPN: "62401","MTN CAM"
+COPN: "62402","Orange CAM"
+COPN: "62404","Nexttel"
+COPN: "62501","CPV MOVEL"
+COPN: "62502","UNITEL T+"
+COPN: "62601","STP CSTmovel"
+COPN: "62602","Unitel STP"
+COPN: "62701","GNQ01"
+COPN: "62703","GNQ-Muni"
+COPN: "62801","LIBERTIS"
+COPN: "62802","ETISALAT GAB"
+COPN: "62803","Airtel"
+COPN: "62901","Airtel"
+COPN: "62902","AZUR COG"
+COPN: "62907","Airtel"
+COPN: "62910","COG MTN"
+COPN: "63001","Vodacom Congo"
+COPN: "63002","Airtel"
+COPN: "63004","CELLCO GSM"
+COPN: "63005","SCELL CD"
+COPN: "63086","Orange RDC"
+COPN: "63088","CD Smart"
+COPN: "63089","TIGO DRC"
+COPN: "63090","Africell RDC"
+COPN: "63102","UNITEL"
+COPN: "63202","MTN"
+COPN: "63203","Orange BS"
+COPN: "63301","C&W SEY"
+COPN: "63310","Airtel"
+COPN: "63401","Zain SDN"
+COPN: "63402","MTN"
+COPN: "63510","MTN Rwanda"
+COPN: "63513","TIGO RWANDA"
+COPN: "63514","Airtel"
+COPN: "63601","ETH MTN"
+COPN: "63701","SO Telesom"
+COPN: "63704","SOMAFONE"
+COPN: "63720","Somnet TELECOM Inc"
+COPN: "63730","Som Golis"
+COPN: "63771","SOMTEL"
+COPN: "63782","Telsom Mobile"
+COPN: "63801","DJ EVATIS"
+COPN: "63902","Safaricom"
+COPN: "63903","Airtel"
+COPN: "63907","GSM Telkom"
+COPN: "64001","Tritel-TZ"
+COPN: "64002","TIGO - TZ"
+COPN: "64003","ZANTEL-TZ"
+COPN: "64004","VodaCom"
+COPN: "64005","Airtel"
+COPN: "64008","Smart"
+COPN: "64101","Airtel"
+COPN: "64110","MTN-UGANDA"
+COPN: "64111","Uganda Telecom"
+COPN: "64114","ORANGE UGANDA"
+COPN: "64118","Suretelcom"
+COPN: "64122","Airtel"
+COPN: "64201","BDI ECONET"
+COPN: "64202","BDI TEMPO-AFRICELL"
+COPN: "64203","ONATEL BDI"
+COPN: "64207","SMART"
+COPN: "64282","TELECEL-BDI"
+COPN: "64301","MOZ - mCel"
+COPN: "64303","MOVITEL"
+COPN: "64304","VodaCom-MZ"
+COPN: "64501","Airtel"
+COPN: "64502","MTN ZM"
+COPN: "64601","Airtel"
+COPN: "64602","Orange MG"
+COPN: "64604","TELMA"
+COPN: "64700","Orange re"
+COPN: "64702","ONLY"
+COPN: "64710","SFR REUNION"
+COPN: "64803","TELECEL ZW"
+COPN: "64804","ZW ECONET"
+COPN: "64901","MTC NAMIBIA"
+COPN: "64903","tnmobile"
+COPN: "65001","TNM"
+COPN: "65010","Airtel"
+COPN: "65101","Vodacom Lesotho"
+COPN: "65102","LS-ETL"
+COPN: "65201","BW MASCOM"
+COPN: "65202","Orange"
+COPN: "65204","beMOBILE"
+COPN: "65310","Swazi-MTN"
+COPN: "65401","HURI"
+COPN: "65501","VodaCom-SA"
+COPN: "65502","TelkomSA"
+COPN: "65507","Cell C"
+COPN: "65510","MTN-SA"
+COPN: "65902","MTN"
+COPN: "65903","Gemtel"
+COPN: "65904","Vivacell"
+COPN: "65906","ZAIN SS"
+COPN: "70267","BTL"
+COPN: "70268","INTELCO"
+COPN: "70401","CLARO GTM"
+COPN: "70402","Comcel_GSM"
+COPN: "70403","Movistar"
+COPN: "70601","CLARO SLV"
+COPN: "70602","Digicel"
+COPN: "70603","TELEMOVIL"
+COPN: "70604","Movistar"
+COPN: "70610","ESV PERSONAL"
+COPN: "708001","CLARO HND"
+COPN: "70802","CELTELHND"
+COPN: "708030","HND"
+COPN: "71001","CLARO NIC"
+COPN: "71002","CLARO NIC"
+COPN: "71003","CLARO NIC"
+COPN: "71007","CLARO NIC"
+COPN: "71021","CLARO NIC"
+COPN: "71073","CLARO NIC"
+COPN: "710300","Movistar"
+COPN: "71201","I.C.E."
+COPN: "71202","I.C.E."
+COPN: "71203","CLARO CR"
+COPN: "71204","Movistar"
+COPN: "71401","+Movil - C&W PAN"
+COPN: "71403","CLARO PA"
+COPN: "71404","DIGICEL"
+COPN: "714020","Movistar"
+COPN: "71606","MOVISTAR"
+COPN: "71610","CLARO PER"
+COPN: "71615","Viettel Peru"
+COPN: "71617","PERN3"
+COPN: "72201","MOVISTAR"
+COPN: "72207","Movistar"
+COPN: "722010","Movistar"
+COPN: "72231","CTI Movil"
+COPN: "72234","AR PERSONAL"
+COPN: "72235","PORT-HABLE"
+COPN: "72236","AR PERSONAL"
+COPN: "72270","Movistar"
+COPN: "722310","CLARO ARGENTINA"
+COPN: "722341","AR PERSONAL"
+COPN: "72402","TIM BRASIL"
+COPN: "72403","TIM BRASIL"
+COPN: "72404","TIM BRASIL"
+COPN: "72405","Claro"
+COPN: "72406","VIVO"
+COPN: "72410","VIVO"
+COPN: "72411","VIVO"
+COPN: "72415","BRA SCTL"
+COPN: "72416","Oi"
+COPN: "72419","Telemig Cel"
+COPN: "72423","VIVO"
+COPN: "72424","Oi"
+COPN: "72431","Oi"
+COPN: "72432","Algar Telecom"
+COPN: "72433","Algar Telecom"
+COPN: "72434","Algar Telecom"
+COPN: "72439","Nextel Brasil"
+COPN: "73001","ENTEL PCS"
+COPN: "73002","Movistar"
+COPN: "73003","CLARO CHL"
+COPN: "73007","Movistar"
+COPN: "73008","CHL VTR"
+COPN: "73009","Nextel 3G"
+COPN: "73010","ENTEL PCS"
+COPN: "73210","COLOMBIA COMCEL"
+COPN: "732101","Claro"
+COPN: "732102","Movistar"
+COPN: "732103","COL MOV / TIGO"
+COPN: "732111","COL MOV / TIGO"
+COPN: "732123","Movistar"
+COPN: "732187","ETB 4G"
+COPN: "73401","DIGITEL GSM"
+COPN: "73402","DIGITEL GSM"
+COPN: "73403","DIGITEL GSM"
+COPN: "73404","Movistar"
+COPN: "73406","VE_MOVILNET"
+COPN: "73601","VIVA"
+COPN: "73602","BOMOV"
+COPN: "73603","TIGO"
+COPN: "738000","Guyana"
+COPN: "73801","DIGICEL"
+COPN: "73802","GUY CLNK PLS"
+COPN: "738002","GUY CLNK PLS"
+COPN: "74000","Movistar"
+COPN: "74001","CLARO"
+COPN: "74002","CNT"
+COPN: "74401","HOLA PARAGUAY S.A."
+COPN: "74402","CLARO PY"
+COPN: "74404","TIGO PY"
+COPN: "74405","PY Personal"
+COPN: "74601","ICMS SR"
+COPN: "74602","SR.TELESUR.GSM"
+COPN: "74603","DIGICEL"
+COPN: "74604","UNIQA"
+COPN: "74801","Antel"
+COPN: "74807","Movistar"
+COPN: "74810","CLARO URUGUAY"
+COPN: "750001","Sure FLK"
+COPN: "90105","Thuraya"
+COPN: "90106","Thuraya"
+COPN: "90111","Inmarsat"
+COPN: "90112","Maritime Communications Partner AS"
+COPN: "90114","AeroMobile"
+COPN: "90115","OnAir"
+COPN: "90118","WMS"
+COPN: "90121","Seanet"
+COPN: "90126","TIM@sea"
